text_id,text,speaker,party,date,agenda,cap_topic
3208682,"Friend the Member for Aldridge-Brownhills (Sir Richard Shepherd), whom I respect hugely on these matters, but there is a balance to be struck between defending the liberties of our citizens and protecting us from terrorism.",Mark Harper,Con,07/05/2014,Immigration Bill,2
3314143,That is why we have done things such as introduce the claimant commitment.,Esther McVey,Con,10/07/2014,Jobcentre Plus,5
3426643,A recent report in a newspaper called The Register stated:“The capacity crunch has been predicted for about seven years...,David Anderson,Lab,28/10/2014,Coalfield Communities,10
3521664,"When it comes to such dreadful stereotypes, a variety of sports people have got into trouble recently for their racist, sectarian or anti-Semitic remarks.",Jim Shannon,DUP,09/12/2014,Anti-Semitism,2
5624,Apart from mentioning the Liberal Democrat Member of the European Parliament who voted against the interests that the hon.,Michael Connarty,Lab,10/03/2009,European Working Time Directive,19
5929,Member for Cities of London and Westminster (Mr. Field) is absolutely right that BIDs and the BRS will do different things in different places.,Dan Rogerson,LibDem,11/03/2009,Business Rate Supplements Bill,15
33524,"As far as I can tell from their contest at the moment, they seem to think that they just did not speak enough about immigration and Europe in the campaign.",George Osborne,Con,08/06/2010,Economic Affairs and Work and Pensions,20
43490,Member for Lagan Valley (Mr Donaldson) made an important point about the potential threat in Northern Ireland.,Edward Leigh,Con,04/11/2010,Strategic Defence and Security Review,16
64580,I would then join with everyone in this House and beyond who supports our United Kingdom to ensure that we keep it together.,David Cameron,Con,18/05/2011,Engagements [Oral Answers to Questions > Oral Answers to Questions > Prime Minister > Prime Minister],20
78378,"Members by going into that in detail-I will assume a degree of understanding-but essentially, under the European arrest warrant scheme, people can be extradited for acts and behaviours that, no matter how abhorrent we may consider them-xenophobia is the most well known example-are not criminal offences in the UK.",Nick De Bois,Con,24/11/2011,Extradition,12
84688,"Suggesting that 20,000 people leaving London will be easy is an easy soundbite, but I simply do not believe it.",Mike Hancock,LibDem,31/01/2012,Local Government Finance Bill,14
113813,"There are a finite number of abattoirs, slaughter houses and renderers both here and in the Republic of Ireland, so must it not be possible, in fairly short order, to discover where the horsemeat entered the food chain and react accordingly?",Tony Baldry,Con,17/01/2013,Horsemeat (Supermarket Products),4
125116,"In Greece, people are moving towards the Nazis and extreme communists.",Geraint Davies,Lab,14/05/2013,Cost of Living,19
131481,"We went through the various permutations, and d'Hondt was the one that most people were familiar with, because of their experience with the European Parliament.",Mark Durkan,SDLP,09/07/2013,Northern Ireland (Miscellaneous Provisions) Bill,21
150285,"Members spoke in the debate about the jobs that could be created; the figure for Northern Ireland was almost 15,000.",Jim Shannon,DUP,11/02/2014,Tourism (VAT),15
154688,I agree entirely with what everyone has said about the need for us to speak with one voice in ensuring that we do not allow Russia effectively to get away with it.,Angela Smith,Lab,18/03/2014,Ukraine,19
26736,I pay tribute to Stewart Hulse from mountain rescue in my constituency-another MBE-who has been leading the way in that matter.,Tim Farron,LibDem,21/01/2009,Mountain Rescue Teams,21
414237,"I congratulate all petitioners, who do a great public service in defending their community by signing the petition.",Bob Spink,Independent,12/10/2009,"Planning and Development (Essex) [Petition > Observations > Children, Schools and Families]",14
602502,"It seems to me inevitable that there would be clashes between staff and boys, and of course staff are highly trained to deal with those circumstances.",Ed Vaizey,Con,20/01/2010,Criminal Records Bureau,12
705810,Lady give way?,Christopher Chope,Con,12/03/2010,Sunbeds (Regulation) Bill,99
816798,Given what the hon.,Damian Collins,Con,22/06/2010,Nuclear Energy,8
894161,That is the whole point.,Nick Gibb,Con,21/07/2010,Academies Bill [Lords],99
1023932,They operate in ways that undermine that profession.,Stella Creasy,Lab,09/11/2010,Consumer Credit Regulation,15
1084563,"I stress, as my hon.",Diane Abbott,Lab,01/12/2010,HIV [Oral Answers to Questions > Scotland],3
1147270,"Indeed, the IBA covers more than just the counter services.",Nia Griffith,Lab,12/01/2011,Postal Services Bill,20
1158181,"None the less, I think that it is better to be consistent throughout the Bill in the terms that are used.",Chris Bryant,Lab,18/01/2011,Fixed-term Parliaments Bill,20
1177090,This is a vitally needed improvement.,David Lidington,Con,24/01/2011,European Union Bill,19
1186743,We have announced the pilots of the next phase of the national citizen service.,Nick Hurd,Con,26/01/2011,Community Cohesion,20
1209932,Gentleman give way?,Chris Bryant,Lab,03/02/2011,Parliamentary Reform,99
1235866,Lady for giving way again.,Andrea Leadsom,Con,14/02/2011,Budget Responsibility and National Audit Bill [Lords],99
1245387,"We need to challenge them, as my hon.",David Hanson,Lab,16/02/2011,Economic Regeneration (Glasgow),14
1669054,It is the jumpers-for-goalposts mentality that matters.,Justin Tomlinson,Con,09/11/2011,Obesity,3
1824232,Best has a series of subcontractors that provide services to the hon.,Steve Webb,LibDem,01/02/2012,Unemployment (Halifax),1
1937993,That will help to enhance the power of patients to get the GP of their choice and preference.,Simon Burns,Con,27/03/2012,GPs (Performance Management) [Oral Answers to Questions > Health],3
2047875,"Gentleman on another occasion, with great anticipation.",CHAIR,,21/06/2012,Secondary Education,6
2410717,"The family then suffered again, when the father-in-law received a death threat and not long afterwards suffered a fatal heart attack-yet another tragedy for the family.",Iain Stewart,Con,04/02/2013,Hazara Community (Pakistan),19
2605149,"As the Secretary of State said, this is a bacterium that affects humans, and I have had family members just one generation ago who suffered from TB with lifelong consequences.",Anne McIntosh,Con,05/06/2013,Badger Cull,4
3096488,"After changing how they worked, nurses spent 90% of their time with patients.",Peter Bottomley,Con,05/03/2014,Francis Report,3
3113203,On the London-Portsmouth line the discomfort debate centres on the vexed matter of the blue 450 Desiro carriages.,Penny Mordaunt,Con,12/03/2014,Rail Franchise Agreements,10
3135094,It must therefore accept that its own decision on gender in the ministry is set within a broader process of discernment within the Anglican communion and the whole Church of God.,Caroline Spelman,Con,20/03/2014,Women's Contribution to the Ordained Ministry (Church of England),20
3486,My story about Edinburgh could be told of other services from elsewhere in Scotland.,Mark Lazarowicz,Lab,12/02/2009,Sustainable Railways,10
40147,I do not think it necessary to be either Eurosceptic or fiscally conservative to believe that there are better ways to allocate our finite resources.,Douglas Carswell,Con,13/10/2010,Draft EU Budget 2011,19
59332,"Given the need to try to secure not least the support of Chancellor Merkel, I would have thought a more judicious approach might have been to try to ensure the co-operation and engagement of Berlin at an earlier stage in the process.",Douglas Alexander,Lab,17/03/2011,North Africa and the Middle East,19
74207,"The Cheshire service, like many other authorities, has a resilience partner, its neighbouring service in north Wales.",Tim Farron,LibDem,25/10/2011,Fire and Rescue Centres (North-West),12
78780,Member for Hackney North and Stoke Newington asked a specific question about whether the information provided in Scotland and Wales is available.,Paul Burstow,LibDem,29/11/2011,Epilepsy,3
98879,The motion covers the interests of our 18 air ambulance services across England.,John Healey,Lab,11/07/2012,VAT on Air Ambulance Fuel Payments,12
100641,"In our own splendid opening ceremony, was not the flag of Greece raised and the Greek national anthem played?",John Mann,Lab,05/09/2012,Munich Olympics Massacre,20
103241,"My hon. and learned Friend the Member for Harborough made the point about the terrible tragedy in Wales, during which patients have been brought to Glenfield.",David Tredinnick,Con,22/10/2012,Children's Cardiac Surgery (Glenfield),3
161715,We have seen an 8% cut to the NHS budget in Wales carried through by Labour.,David Cameron,Con,14/05/2014,Engagements [Oral Answers to Questions > Prime Minister],3
167950,"I will echo my colleagues' sentiments about the quality of the consultation process, but I want to give a view from the eastern part of the conurbation, Tameside, and make a couple of additional observations.",Jonathan Reynolds,Lab,22/07/2014,Healthier Together Programme (Greater Manchester),3
171478,"Gentleman is going to talk about Wales, 90% of patients get their treatment within that target, compared with 84% here, so let me save him some time and bother.",Liz Kendall,Lab,15/10/2014,NHS Services (Access),3
179399,"Friend the Member for North Norfolk, who takes it extremely seriously and is committed to raising the matter with NHS England before it makes a decision at its board meeting on 17 December.",Jane Ellison,Con,10/12/2014,Mental Health (Cambridgeshire),3
27318,This is because they have no profit!,Philip Hollobone,Con,21/01/2009,Small Business Assistance,15
48469,That role should be recognised and taken fully into consideration by the MOD.,Ann Winterton,Con,29/01/2009,Armed Forces Personnel,16
255229,"If it is pressed to a Division, my party will support it.",Jeremy Browne,LibDem,13/05/2009,Finance Bill,15
412495,I can certainly assure the hon.,David Miliband,Lab,12/10/2009,Libya,19
460394,We have to take a view across the entire population and to consider what will be fair to all generations and sustainable in the long term.,Andy Burnham,Lab,29/10/2009,Social Care Green Paper,13
510658,I completely agree.,Michael Meacher,Lab,26/11/2009,"The Economy and Business, Innovation and Skills",1
587235,"That is why we have given it support, and why I am so disappointed that the hon.",Pat McFadden,Lab,14/01/2010,"Topical Questions [Oral Answers to Questions > Business, Innovation and Skills]",99
799548,"Between May and June, only one quarter of the quantity required to operate it at full capacity was allowed through.",Karen Buck,Lab,15/06/2010,Gaza,19
926575,I assure the hon.,James Brokenshire,Con,09/09/2010,Controls on Legal Highs,12
1206054,"In fact, that argument is a complete red herring.",Nick Herbert,Con,02/02/2011,Police Funding (Devon and Cornwall),12
1262054,Those unreasonable actions defy common sense and undermine how HMRC operates and the tax system.,Priti Patel,Con,02/03/2011,HM Revenue and Customs,1
1304144,It was there; I assure him.,David Heath,LibDem,17/03/2011,Bill of Rights,12
1374336,"I gather that it has picked up again to about 75% of its price before the disease�s outbreak, but I recognise fully that it is an issue.",James Paice,Con,03/05/2011,,3
1460822,"In my view, that is certainly a very good start.",Eric Pickles,Con,20/06/2011,Senior Pay (Local Government) [Oral Answers to Questions > Communities and Local Government],2
